merchant,category,amount,street,city,state,zip,latitude,longitude,city_population,job,unix_time,merchant_latitude,merchant_longitude,is_fraud,transaction_date,transaction_time
fraud_Goodwin-Nitzsche,grocery_pos,236.37,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",1325492201,42.447386,-88.262693,0,1/2/2019,8:16:41
fraud_Corwin-Collins,gas_transport,36.82,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1325492267,35.197458,-95.349637,0,1/2/2019,8:17:47
"fraud_Herman, Treutel and Dickens",misc_net,8.84,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,1325492477,40.542463,-81.88739,0,1/2/2019,8:21:17
fraud_Kerluke Inc,misc_net,6.32,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1325492559,40.45878,-98.96546,0,1/2/2019,8:22:39
"fraud_Douglas, Schneider and Turner",shopping_pos,40.55,2056 Michael Wells Apt. 348,Prairie Creek,IN,47869,39.4336,-87.4101,137,Materials engineer,1325492638,39.029285,-86.883629,0,1/2/2019,8:23:58
"fraud_Swaniawski, Bahringer and Ledner",grocery_net,19.46,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1325492698,40.539124,-74.470129,0,1/2/2019,8:24:58
fraud_Buckridge PLC,misc_pos,5.93,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1325492861,30.45834,-85.190476,0,1/2/2019,8:27:41
"fraud_Christiansen, Goyette and Schamberger",gas_transport,71.8,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1325492909,43.020055,-83.617628,0,1/2/2019,8:28:29
"fraud_Heller, Gutmann and Zieme",grocery_pos,184.08,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1325492934,32.613292,-112.207021,0,1/2/2019,8:28:54
fraud_Kuhn LLC,shopping_pos,1.26,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,1325493378,41.514577,-84.729285,0,1/2/2019,8:36:18
fraud_Flatley Group,misc_pos,4.13,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1325493505,33.621298,-104.864242,0,1/2/2019,8:38:25
fraud_Kiehn-Emmerich,grocery_pos,193.22,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1325493527,31.985329,-96.773802,0,1/2/2019,8:38:47
fraud_Berge LLC,gas_transport,52.94,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1325493897,42.018766,-109.044172,0,1/2/2019,8:44:57
fraud_Pagac LLC,shopping_pos,6.11,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,1325493914,44.25575,-120.840904,0,1/2/2019,8:45:14
fraud_Luettgen PLC,gas_transport,82.08,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1325494056,42.961335,-109.157564,0,1/2/2019,8:47:36
fraud_Funk Group,grocery_net,85.16,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,1325494249,34.567104,-117.309781,0,1/2/2019,8:50:49
fraud_Huels-Hahn,gas_transport,48.42,81708 Christopher Plaza,Jordanville,NY,13361,42.8948,-74.8209,824,Travel agency manager,1325494365,42.515551,-75.256447,0,1/2/2019,8:52:45
fraud_Kunze Inc,grocery_pos,80.44,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1325494418,34.911691,-98.223652,0,1/2/2019,8:53:38
fraud_Kris-Weimann,misc_net,526.44,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1325494586,40.497207,-92.708527,0,1/2/2019,8:56:26
fraud_Howe Ltd,misc_pos,6.84,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1325494595,40.680623,-77.237514,0,1/2/2019,8:56:35
"fraud_Olson, Becker and Koch",gas_transport,55.79,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1325494602,36.600058,-84.925621,0,1/2/2019,8:56:42
fraud_Block Group,misc_pos,7.82,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",1325494628,41.949111,-73.039877,0,1/2/2019,8:57:08
fraud_Friesen-D'Amore,gas_transport,79.18,50932 Neal Valley,Daniels,WV,25832,37.7256,-81.1087,3994,"Biochemist, clinical",1325494691,36.889644,-80.304229,0,1/2/2019,8:58:11
"fraud_Robel, Cummerata and Prosacco",gas_transport,84.43,79209 Gary Dale,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,1325495048,47.380843,-116.526897,0,1/2/2019,9:04:08
fraud_Kutch and Sons,grocery_pos,79.04,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,1325495177,40.941709,-105.84449,0,1/2/2019,9:06:17
"fraud_Christiansen, Goyette and Schamberger",gas_transport,75.49,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1325495224,28.776269,-96.044478,0,1/2/2019,9:07:04
fraud_Bailey-Morar,grocery_pos,114.7,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1325495250,40.127255,-73.036939,0,1/2/2019,9:07:30
fraud_Ruecker Group,misc_net,437.15,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1325495288,35.569228,-84.89732,0,1/2/2019,9:08:08
fraud_Gutmann Ltd,grocery_net,51.87,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1325495407,31.828921,-80.051686,0,1/2/2019,9:10:07
fraud_Runolfsson and Sons,grocery_net,45.08,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1325495526,45.474137,-85.733671,0,1/2/2019,9:12:06
fraud_Cummings LLC,gas_transport,73.64,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1325495578,44.441106,-84.218492,0,1/2/2019,9:12:58
fraud_Dach-Borer,grocery_net,71.05,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1325495718,44.477833,-123.051087,0,1/2/2019,9:15:18
fraud_Funk Group,grocery_net,16.5,25454 Leonard Lake,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,1325495755,40.376179,-79.642692,0,1/2/2019,9:15:55
fraud_Klocko LLC,misc_net,8.37,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1325495795,32.338959,-89.882657,0,1/2/2019,9:16:35
"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,113.57,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1325495867,39.107069,-84.201668,0,1/2/2019,9:17:47
fraud_Kutch and Sons,grocery_pos,64.96,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1325496009,35.037491,-86.273829,0,1/2/2019,9:20:09
fraud_Terry-Huel,shopping_net,110.98,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1325496019,29.384446,-93.303398,0,1/2/2019,9:20:19
fraud_Ruecker Group,misc_net,2.56,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,1325496062,32.893361,-95.509369,0,1/2/2019,9:21:02
fraud_Mraz-Herzog,gas_transport,58.19,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.366,-98.0054,1749,"Surveyor, mining",1325496109,40.475261,-97.396916,0,1/2/2019,9:21:49
fraud_Rempel Inc,shopping_net,183.9,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1325496238,39.428722,-74.827715,0,1/2/2019,9:23:58
fraud_Ortiz Group,grocery_net,37.64,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1325496307,41.281329,-79.058698,0,1/2/2019,9:25:07
fraud_Bauch-Raynor,grocery_pos,188.18,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1325496566,31.277957,-87.263224,0,1/2/2019,9:29:26
fraud_Kiehn Inc,grocery_pos,86.18,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,1325496609,42.179464,-83.498566,0,1/2/2019,9:30:09
"fraud_Connelly, Reichert and Fritsch",gas_transport,53.82,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1325496642,37.523602,-92.085787,0,1/2/2019,9:30:42
fraud_DuBuque LLC,grocery_pos,136.06,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1325496673,41.004489,-78.82853,0,1/2/2019,9:31:13
fraud_Kris-Padberg,shopping_pos,2.91,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,1325496879,40.372329,-72.889269,0,1/2/2019,9:34:39
fraud_Kutch and Sons,grocery_pos,112.46,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1325496933,39.831661,-114.721363,0,1/2/2019,9:35:33
fraud_Corwin-Collins,gas_transport,62.41,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,1325496962,37.387337,-88.852311,0,1/2/2019,9:36:02
fraud_Erdman-Kertzmann,gas_transport,66.3,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1325497033,43.657715,-70.042091,0,1/2/2019,9:37:13
fraud_Berge LLC,gas_transport,104.1,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1325497350,38.511436,-121.913915,0,1/2/2019,9:42:30
fraud_Howe Ltd,misc_pos,274.36,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.644,3876,Senior tax professional/tax inspector,1325497375,35.094485,-87.85446,0,1/2/2019,9:42:55
fraud_Pfeffer LLC,grocery_net,52.03,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1325497391,42.322201,-83.872484,0,1/2/2019,9:43:11
"fraud_Osinski, Ledner and Leuschke",grocery_pos,60.21,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1325497422,42.312854,-83.191469,0,1/2/2019,9:43:42
"fraud_Lockman, West and Runte",grocery_pos,66.38,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1325497556,37.994584,-76.4222,0,1/2/2019,9:45:56
fraud_Trantow PLC,grocery_net,40.57,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1325497750,40.701798,-72.962622,0,1/2/2019,9:49:10
fraud_Kerluke Inc,misc_net,6.85,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,1325497832,40.266513,-80.721868,0,1/2/2019,9:50:32
fraud_Kunde-Sanford,misc_net,3.12,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1325497847,40.851712,-82.981136,0,1/2/2019,9:50:47
fraud_Berge LLC,gas_transport,82.91,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1325498076,42.004,-91.629413,0,1/2/2019,9:54:36
fraud_Haley Group,misc_pos,29.53,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1325498104,33.831321,-102.324636,0,1/2/2019,9:55:04
fraud_Kling Inc,gas_transport,57.54,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1325498161,33.08817,-90.175725,0,1/2/2019,9:56:01
fraud_Kuhic LLC,shopping_net,5.27,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,1325498243,35.951262,-98.087303,0,1/2/2019,9:57:23
fraud_Parisian and Sons,gas_transport,105.34,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1325498259,37.884498,-104.454671,0,1/2/2019,9:57:39
fraud_Cummings LLC,gas_transport,58.92,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1325498325,38.896264,-76.68875,0,1/2/2019,9:58:45
"fraud_Reilly, Heaney and Cole",gas_transport,51,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1325498332,32.750707,-99.029432,0,1/2/2019,9:58:52
"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,1.72,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,1325498469,39.537282,-97.674407,0,1/2/2019,10:01:09
fraud_Rau and Sons,grocery_pos,54.54,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,1325498554,31.057086,-90.500809,0,1/2/2019,10:02:34
"fraud_Robel, Cummerata and Prosacco",gas_transport,97.23,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1325498565,37.310662,-103.847608,0,1/2/2019,10:02:45
fraud_Frami Group,entertainment,27.7,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1325498683,38.130066,-119.710773,0,1/2/2019,10:04:43
"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,86.39,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,1325498687,33.201371,-117.018208,0,1/2/2019,10:04:47
"fraud_Towne, Walker and Borer",grocery_net,32.35,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1325498868,33.943634,-86.560731,0,1/2/2019,10:07:48
"fraud_Lockman, West and Runte",grocery_pos,75.64,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1325499087,34.676259,-80.565614,0,1/2/2019,10:11:27
fraud_Lemke-Gutmann,shopping_net,2.68,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,1325499143,32.572355,-97.322785,0,1/2/2019,10:12:23
"fraud_Herman, Treutel and Dickens",misc_net,5.41,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1325499157,38.928566,-85.362199,0,1/2/2019,10:12:37
fraud_Friesen-D'Amore,gas_transport,75.1,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1325499165,45.443693,-92.198334,0,1/2/2019,10:12:45
fraud_Rau and Sons,grocery_pos,83.28,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1325499166,38.0593,-109.405809,0,1/2/2019,10:12:46
fraud_Donnelly PLC,misc_net,40.61,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,1325499204,47.949383,-96.361321,0,1/2/2019,10:13:24
fraud_Roob LLC,grocery_net,103.32,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,1325499325,35.997027,-77.841081,0,1/2/2019,10:15:25
fraud_Kiehn Inc,grocery_pos,184.64,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1325499376,34.360618,-96.042402,0,1/2/2019,10:16:16
fraud_Bins-Rice,gas_transport,79.55,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1325499415,32.54883,-97.067636,0,1/2/2019,10:16:55
fraud_Wolf Inc,grocery_pos,100.65,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1325499454,39.490053,-75.572469,0,1/2/2019,10:17:34
fraud_Flatley-Durgan,misc_net,393.64,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1325499561,39.403033,-73.577476,0,1/2/2019,10:19:21
fraud_Beier-Hyatt,shopping_pos,2.2,290 Kathryn Fall,Huntsville,AL,35803,34.6205,-86.551,190178,"Engineer, automotive",1325499747,34.556941,-86.143144,0,1/2/2019,10:22:27
fraud_Cummerata-Jones,gas_transport,54.57,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1325500087,41.213523,-88.270801,0,1/2/2019,10:28:07
fraud_Prohaska-Murray,gas_transport,67.89,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,1325500149,33.16142,-84.127366,0,1/2/2019,10:29:09
fraud_Predovic Inc,shopping_net,89.6,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1325500197,40.09261,-79.978616,0,1/2/2019,10:29:57
"fraud_Moen, Reinger and Murphy",grocery_pos,112.13,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1325500315,41.716404,-100.751617,0,1/2/2019,10:31:55
fraud_Christiansen-Gusikowski,misc_pos,4.55,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1325500399,44.74255,-85.913626,0,1/2/2019,10:33:19
"fraud_Schaefer, Maggio and Daugherty",gas_transport,34.8,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1325500402,41.279576,-99.946937,0,1/2/2019,10:33:22
fraud_Strosin-Cruickshank,grocery_pos,232.95,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",1325500434,42.13087,-87.757812,0,1/2/2019,10:33:54
fraud_Emard Inc,gas_transport,97.34,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",1325500437,31.219624,-94.792535,0,1/2/2019,10:33:57
fraud_Koepp-Witting,grocery_pos,118.66,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1325500443,33.07275,-90.743583,0,1/2/2019,10:34:03
"fraud_Schaefer, McGlynn and Bosco",gas_transport,68.21,529 West Key,Spearsville,LA,71277,32.955,-92.587,1758,"Psychologist, forensic",1325500508,32.777698,-91.649555,0,1/2/2019,10:35:08
"fraud_Yost, Block and Koepp",misc_pos,111.47,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1325500596,43.008171,-117.195542,0,1/2/2019,10:36:36
fraud_Rodriguez Group,gas_transport,40.85,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,1325500799,36.446565,-106.592783,0,1/2/2019,10:39:59
fraud_Kuphal-Bartoletti,misc_net,2.23,619 Jeremy Garden Apt. 681,Benton,WI,53803,42.5545,-90.3508,1306,Public relations officer,1325500917,42.636005,-89.756737,0,1/2/2019,10:41:57
fraud_Stoltenberg-Beatty,shopping_pos,7.06,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",1325501028,45.810435,-123.517315,0,1/2/2019,10:43:48
fraud_Gleason-Macejkovic,shopping_net,2.47,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",1325501041,41.922583,-95.201591,0,1/2/2019,10:44:01
"fraud_Towne, Greenholt and Koepp",shopping_net,9.12,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,1325501118,39.928822,-81.327317,0,1/2/2019,10:45:18
fraud_Berge LLC,gas_transport,64.54,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1325501350,38.365188,-80.295594,0,1/2/2019,10:49:10
fraud_Marks Inc,gas_transport,64,43075 Cohen Shoals,Ashford,WA,98304,46.7531,-121.9898,759,Video editor,1325501370,46.897445,-122.506291,0,1/2/2019,10:49:30
fraud_Harber Inc,gas_transport,56.02,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1325501491,40.480387,-94.081127,0,1/2/2019,10:51:31
"fraud_Zieme, Bode and Dooley",gas_transport,61.64,152 James Centers Apt. 768,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,1325501647,42.951998,-83.919173,0,1/2/2019,10:54:07
fraud_Dicki Ltd,grocery_net,46.25,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1325501650,39.818883,-76.368771,0,1/2/2019,10:54:10
fraud_Heidenreich PLC,grocery_pos,105.84,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",1325501747,43.469371,-111.683998,0,1/2/2019,10:55:47
fraud_Flatley-Durgan,misc_net,6.8,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1325501758,46.10288,-87.152013,0,1/2/2019,10:55:58
fraud_Spinka-Welch,grocery_net,119.63,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1325501894,38.214729,-77.059133,0,1/2/2019,10:58:14
fraud_Doyle Ltd,grocery_pos,103.66,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1325501975,34.808248,-81.810611,0,1/2/2019,10:59:35
fraud_Kiehn-Emmerich,grocery_pos,77.45,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,1325501980,29.735688,-90.976525,0,1/2/2019,10:59:40
fraud_Botsford Ltd,shopping_pos,7.66,9455 Kathleen Brook Apt. 651,Huslia,AK,99746,65.6899,-156.292,277,"Engineer, civil (consulting)",1325502040,65.559029,-157.157248,0,1/2/2019,11:00:40
"fraud_Huel, Hammes and Witting",grocery_pos,95.26,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,1325502058,41.313226,-78.369872,0,1/2/2019,11:00:58
fraud_Koepp-Witting,grocery_pos,104.66,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1325502345,40.20945,-85.593825,0,1/2/2019,11:05:45
"fraud_Bernier, Volkman and Hoeger",misc_net,5.23,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1325502517,33.151658,-96.293516,0,1/2/2019,11:08:37
"fraud_Jenkins, Hauck and Friesen",gas_transport,62.26,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1325502578,42.104568,-88.160581,0,1/2/2019,11:09:38
fraud_Padberg-Welch,grocery_pos,83.24,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1325502608,43.09272,-76.340998,0,1/2/2019,11:10:08
fraud_Koepp-Parker,grocery_pos,64.73,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1325502615,40.884727,-79.679561,0,1/2/2019,11:10:15
"fraud_Reichert, Huels and Hoppe",shopping_net,5.67,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1325502725,31.830209,-83.192526,0,1/2/2019,11:12:05
fraud_Jaskolski-Vandervort,misc_net,16.14,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1325502736,41.787396,-96.454648,0,1/2/2019,11:12:16
